route_id,name,abbr,color,agency_id,encoded_polyline,decoded_points_count
617,Tiger Line 405 Campus Loop,T5,#127AD1,,s{tlFnporPA?@qH???kHlA@??|DF????fDD??hB@??Z@??@l@BT??Tn@??D^?d@???rA??AnA??`A@??RI^e@??n@{@NSbAlAB?@?f@BX?ApA??AlC??AhA???|A???|A??A|A??A|C??C|F??AlBbAB??xAD??n@DXJ\X`@f@??d@j@`Bz@??f@X\HZAz@K??RCn@Ap@Dl@J??lBb@V}A??pBeG??R{@H_ADeD??B_GAqBCMGIQM]O]A??_FDg@A??m@?wAHU]O_@BgDBkANoB??LuAn@iFUK_Ck@??sFuA??qBa@}AS{@E??yDM@}C??@cCFs@Py@n@}A??l@mAh@q@v@a@dCaA??~F{Bd@]?Ab@c@JQVq@Pu@BOkAY??qEc@??cAKc@Im@WSOk@v@??mEjGa@ZYTs@V{Bf@{AV??{@L}EAA???eAA??AjC??ElI??EzE?fE??CbPoAC??kFG??iFI??iFC??gGA??eGE??yGC??aAA@pC??AfC??AvC??AtC??CvC??AtC??AjD`@@??vED??~EF??nHD??lFD??pDDFcA??PuC|@@??pBB??jCD??jA@VDHwA??TkF??@_C?}E,226
