stop_id,name,lat,lng
3482,Ashland Road at the Ashwood Apartments,38.93840789794922,-92.31932830810547
3401,East Campus Drive & AV14,38.93614196777344,-92.31646728515625
3400,East Campus Drive at the MU Veternary Hospital,38.93991470336914,-92.3184585571289
2799,East Campus Drive at Trowbridge & Lot AV14,38.936946868896484,-92.31653594970703
3526,Hospital Drive & Deans Drive,38.93769454956055,-92.3296127319336
3397,Hospital Drive & Monk Drive,38.9376335144043,-92.32658386230469
2862,Rollins Street at Cornell Hall,38.94228744506836,-92.32967376708984
2635,Rollins Street at the MU Student Center,38.942108154296875,-92.3266372680664
2526,Rollins Street at the Rollins Group Resident Halls,38.94209289550781,-92.3225326538086
3402,Tiger Avenue & Hospital Drive,38.9383544921875,-92.33065032958984
3281,Tiger Avenue & Kentucky Boulevard,38.93925094604492,-92.33055877685547
3283,Conley Avenue & Tiger Avenue (North),38.94431686401367,-92.3298110961914
3480,Laughlin Memorial Drive at Reactor Field Parking Lot RP10,38.93083953857422,-92.33880615234375
3465,Mick Deaver Memorial Drive & Champions Drive,38.933189392089844,-92.33204650878906
2852,Research Park Drive at Reactor Field Parking Lot RP10,38.92976760864258,-92.3405532836914
2735,South Sixth Street at Noyels Hall,38.946861267089844,-92.33085632324219
3402,Tiger Avenue & Hospital Drive,38.9383544921875,-92.33065032958984
3281,Tiger Avenue & Kentucky Boulevard,38.93925094604492,-92.33055877685547
3282,Tiger Avenue & Rollins Street (North),38.942264556884766,-92.32994079589844
3528,Turner Avenue & Fifth Street,38.94380187988281,-92.3323974609375
2823,Ashland Rd & Tara Apt,38.93529510498047,-92.31727600097656
3533,Cherry St & South Eight St,38.9505615234375,-92.32854461669922
3534,Engineering Building,38.9465217590332,-92.33100128173828
3529,Hearnes Center,38.93244934082031,-92.32954406738281
3532,Hitt St & Cherry St,38.95034408569336,-92.32546997070312
3526,Hospital Drive & Deans Drive,38.93769454956055,-92.3296127319336
3397,Hospital Drive & Monk Drive,38.9376335144043,-92.32658386230469
3525,Lake Street & Hitt Street,38.93921661376953,-92.32532501220703
3531,Memorial Union,38.94490051269531,-92.32555389404297
3500,Respect Excellence Residence Hall,38.940711975097656,-92.3237533569336
2635,Rollins Street at the MU Student Center,38.942108154296875,-92.3266372680664
3530,Trowbridge,38.936927795410156,-92.31639099121094
3529,Hearnes Center,38.93244934082031,-92.32954406738281
3526,Hospital Drive & Deans Drive,38.93769454956055,-92.3296127319336
3397,Hospital Drive & Monk Drive,38.9376335144043,-92.32658386230469
3525,Lake Street & Hitt Street,38.93921661376953,-92.32532501220703
3524,Virginia Avenue MOI,38.93635177612305,-92.32542419433594
3548,Locust St & 5th Street,38.949623107910156,-92.3317642211914
3387,Locust Street & South Eighth Street (East),38.94941711425781,-92.32878875732422
3385,Locust Street & South Eighth Street (West),38.94953918457031,-92.32859802246094
3467,Locust Street & South Fifth Street,38.94968032836914,-92.3320083618164
3389,Locust Street & South Tenth Street (East),38.94936752319336,-92.32669067382812
2864,Locust Street & South Tenth Street (West),38.94956970214844,-92.32662200927734
3427,North Fairview Road at Walmart,38.956565856933594,-92.38085174560547
2517,Park De Ville & Worley Street,38.959938049316406,-92.38468933105469
3214,Park de Ville Drive at Walmart,38.95696258544922,-92.38431549072266
2774,Wabash Station,38.95344543457031,-92.32564544677734
3172,West Broadway & Aldeah Avenue,38.95134735107422,-92.34405517578125
3305,West Broadway & Bourn Avenue,38.95386505126953,-92.37239074707031
3215,West Broadway & Braemore Road,38.95450210571289,-92.37955474853516
3217,West Broadway & Briarwood Lane,38.95365524291992,-92.36983489990234
3356,West Broadway & Clinkscales Road,38.95310974121094,-92.36207580566406
3223,West Broadway & Edgewood Avenue,38.95124816894531,-92.34430694580078
3216,West Broadway & Highland Drive,38.95408630371094,-92.37390899658203
3343,West Broadway & Manor Drive,38.95293426513672,-92.36259460449219
3170,West Broadway & North First Street,38.9517822265625,-92.33606719970703
3173,West Broadway & North Glenwood Avenue,38.951576232910156,-92.34719848632812
3174,West Broadway & North Greenwood Avenue,38.951927185058594,-92.35050964355469
3176,West Broadway & Pershing Road,38.95263671875,-92.35747528076172
3358,West Broadway & Rockingham Drive,38.95341873168945,-92.36734771728516
3218,West Broadway & Russell Boulevard,38.95318603515625,-92.3652114868164
3222,West Broadway & South Glenwood Avenue,38.95149230957031,-92.3472900390625
3221,West Broadway & South Greenwood Avenue,38.95180892944336,-92.35062408447266
3225,West Broadway & South Second Street,38.951576232910156,-92.33544158935547
3219,West Broadway & Spring Valley Road,38.95254135131836,-92.35803985595703
3175,West Broadway & West Boulevard North,38.9521598815918,-92.35254669189453
3220,West Broadway & West Boulevard South,38.9520263671875,-92.35234069824219
3181,West Broadway at Broadway Christian Church,38.95459747314453,-92.37863159179688
3179,West Broadway at Crossroad Shopping Center,38.95412063598633,-92.37246704101562
3180,West Broadway at Heather Ridge Apartments,38.954261779785156,-92.37450408935547
3320,West Broadway at Shelter Insurance,38.95356369018555,-92.36707305908203
3178,West Broadway at Shelter Plaza,38.953826904296875,-92.36958312988281
3224,West Broadway at the Columbia Public Library (East),38.951473236083984,-92.33951568603516
3171,West Broadway at the Columbia Public Library (West),38.951568603515625,-92.34083557128906
3177,West Broadway at the West Broadway Shopping Center,38.95329284667969,-92.36416625976562
2719,West Worley Street & Basin Drive,38.96046829223633,-92.38206481933594
2530,Ballenger Lane & Dehaven Drive,38.976806640625,-92.26475524902344
3056,Ballenger Lane & Geyser Road (North),38.97318649291992,-92.26468658447266
2882,Ballenger Lane & Mexico Gravel Road,38.98517608642578,-92.26456451416016
2465,Ballenger Lane & Orchard Lane,38.97112274169922,-92.26478576660156
2779,Ballenger Lane & Rice Road (South),38.97295379638672,-92.26484680175781
3057,Ballenger Road & Aztec Boulevard,38.97645568847656,-92.26460266113281
3059,Ballenger Road & Wren Wood Drive,38.979774475097656,-92.26492309570312
2881,Clark Lane & Ballenger Lane,38.96501922607422,-92.2668228149414
3211,Clark Lane & Lambeth Drive (East),38.96333312988281,-92.29682922363281
3241,Clark Lane & Lambeth Drive (West),38.96342468261719,-92.29664611816406
2568,Clark Lane & Olympic Boulevard,38.96377182006836,-92.27777099609375
2809,Clark Lane at Burger King,38.96379089355469,-92.2874984741211
3066,Clark Lane at Golden Corral,38.96409225463867,-92.28581237792969
3052,Clark Lane at Lakewood Plaza,38.9632682800293,-92.25279235839844
2525,Clark Lane at McDonald's,38.963592529296875,-92.28953552246094
3496,Clark Lane at Schnucks,38.96310043334961,-92.25323486328125
3212,Clark Lane at Steak 'n Shake (East),38.963375091552734,-92.29293823242188
3373,Clark Lane at Steak 'n Shake (West),38.963504791259766,-92.29330444335938
2700,Clark Lane at Stonegate Community,38.96370315551758,-92.2742691040039
3067,Clark Lane at Taco Bell,38.96392059326172,-92.28890228271484
3390,Clark Lane at the Greens (West),38.9636116027832,-92.26444244384766
3375,Clark Lane at The Links (East),38.963340759277344,-92.26075744628906
3053,Clark Lane at The Links (West),38.96341323852539,-92.25970458984375
3065,Hanover Boulevard & Clark Lane,38.96408462524414,-92.28141021728516
3063,Hanover Boulevard & Olympic Boulevard,38.970008850097656,-92.27837371826172
3064,Hanover Boulevard at Hanover Village,38.967430114746094,-92.2820053100586
2746,McKee Street & Rice Road,38.97301483154297,-92.26911163330078
3483,McKee Street Park,38.971248626708984,-92.2691650390625
3292,North Tenth Street & Rogers Street,38.95626449584961,-92.32625579833984
3208,Paris Road & Ann Street,38.96090316772461,-92.3141098022461
3249,Paris Road & Court Street,38.95711898803711,-92.32052612304688
3247,Paris Road & Edwards Court,38.96106719970703,-92.31407928466797
3209,Paris Road & Hathman Place,38.96631622314453,-92.30902862548828
3205,Paris Road & Hinkson Avenue,38.95690155029297,-92.32060241699219
2752,Paris Road & Old Highway 63 North,38.9649658203125,-92.31031799316406
3206,Paris Road & Paris Court,38.958763122558594,-92.31793975830078
2736,Paris Road & Sandifer Avenue,38.96041488647461,-92.31529235839844
3248,Paris Road & Smarr Court,38.95953369140625,-92.31687927246094
3302,Paris Road & William Street,38.959381103515625,-92.31685638427734
3207,Paris Road / Wilkes Boulevard,38.95897674560547,-92.31787109375
3062,Rice Road & Boyd Lane,38.97232437133789,-92.27134704589844
3250,Rogers Street & Columbia College,38.95655822753906,-92.32556915283203
3204,Rogers Street & Rangeline Street,38.95637130737305,-92.32490539550781
3210,Sylvan Lane & Clark Lane,38.96540069580078,-92.30133819580078
2781,Sylvan Lane & Eastwood Drive,38.965484619140625,-92.30118560791016
2774,Wabash Station,38.95344543457031,-92.32564544677734
3095,Whitegate Drive & Paris Road (East),38.96800231933594,-92.306640625
3245,Whitegate Drive & Paris Road (West),38.96816635131836,-92.30664825439453
2644,Whitegate Drive & Sylvan Lane (East),38.96800994873047,-92.30139923095703
3243,Whitegate Drive & Sylvan Lane (West),38.967979431152344,-92.3011474609375
3096,Whitegate Drive at Columbia Crossing Apartments (East),38.96800994873047,-92.30316162109375
2792,Whitegate Drive at Columbia Crossing Apartments (West),38.968135833740234,-92.30320739746094
3158,Conley Road at Hy-Vee,38.94841766357422,-92.2965087890625
2631,Conley Road at IHOP,38.95032501220703,-92.29380798339844
